Tanggal,Musim,Tahun,Bulan,holiday,weekday,weather,temp,humidity,windspeed,registered,count
4/28/2020,2,2020,April,hari biasa,Tuesday,cerah berawan,0.51,0.457083,0.240063,3717,4595
4/29/2020,2,2020,April,hari biasa,Wednesday,cerah berawan,0.4725,0.503333,0.235075,3347,5312
4/30/2020,2,2020,April,hari biasa,Thursday,berkabut,0.451667,0.762083,0.106354,2213,3351
5/1/2020,2,2020,Mei,hari biasa,Friday,berkabut,0.549167,0.73,0.183454,3554,4401
5/2/2020,2,2020,Mei,hari biasa,Saturday,berkabut,0.616667,0.697083,0.342667,3848,4451
5/3/2020,2,2020,Mei,hari biasa,Sunday,berkabut,0.414167,0.737083,0.328996,2378,2633
5/4/2020,2,2020,Mei,hari biasa,Monday,cerah berawan,0.459167,0.444167,0.295392,3819,4433
5/5/2020,2,2020,Mei,hari biasa,Tuesday,cerah berawan,0.479167,0.59,0.228246,3714,4608
5/6/2020,2,2020,Mei,hari biasa,Wednesday,cerah berawan,0.52,0.54125,0.16045,3102,4714
5/7/2020,2,2020,Mei,hari biasa,Thursday,cerah berawan,0.528333,0.631667,0.0746375,2932,4333
5/8/2020,2,2020,Mei,hari biasa,Friday,cerah berawan,0.5325,0.58875,0.176,3698,4362
5/9/2020,2,2020,Mei,hari biasa,Saturday,cerah berawan,0.5325,0.489167,0.115671,4109,4803
5/10/2020,2,2020,Mei,hari biasa,Sunday,cerah berawan,0.5425,0.632917,0.120642,3632,4182
5/11/2020,2,2020,Mei,hari biasa,Monday,cerah berawan,0.535,0.7475,0.189667,4169,4864
5/12/2020,2,2020,Mei,hari biasa,Tuesday,berkabut,0.5125,0.863333,0.179725,3413,4105
5/13/2020,2,2020,Mei,hari biasa,Wednesday,berkabut,0.520833,0.9225,0.13495,2507,3409
5/14/2020,2,2020,Mei,hari biasa,Thursday,berkabut,0.5625,0.867083,0.152979,2971,4553
5/15/2020,2,2020,Mei,hari biasa,Friday,cerah berawan,0.5775,0.787917,0.126871,3185,3958
5/16/2020,2,2020,Mei,hari biasa,Saturday,berkabut,0.561667,0.837917,0.277354,3445,4123
5/17/2020,2,2020,Mei,hari biasa,Sunday,berkabut,0.55,0.87,0.201492,3319,3855
5/18/2020,2,2020,Mei,hari biasa,Monday,berkabut,0.530833,0.829583,0.108213,3840,4575
5/19/2020,2,2020,Mei,hari biasa,Tuesday,cerah berawan,0.536667,0.719583,0.125013,4008,4917
5/20/2020,2,2020,Mei,hari biasa,Wednesday,cerah berawan,0.6025,0.626667,0.12065,3547,5805
5/21/2020,2,2020,Mei,hari biasa,Thursday,cerah berawan,0.604167,0.749583,0.148008,3084,4660
5/22/2020,2,2020,Mei,hari biasa,Friday,berkabut,0.631667,0.81,0.233842,3438,4274
5/23/2020,2,2020,Mei,hari biasa,Saturday,berkabut,0.66,0.740833,0.207092,3833,4492
5/24/2020,2,2020,Mei,hari biasa,Sunday,cerah berawan,0.660833,0.69625,0.154233,4238,4978
5/25/2020,2,2020,Mei,hari biasa,Monday,cerah berawan,0.708333,0.6775,0.199642,3919,4677
5/26/2020,2,2020,Mei,hari biasa,Tuesday,cerah berawan,0.681667,0.65375,0.240679,3808,4679
5/27/2020,2,2020,Mei,hari biasa,Wednesday,cerah berawan,0.655833,0.729583,0.230092,2757,4758
5/28/2020,2,2020,Mei,hari biasa,Thursday,cerah berawan,0.6675,0.81875,0.213938,2433,4788
5/29/2020,2,2020,Mei,hari libur nasional,Friday,cerah berawan,0.733333,0.685,0.131225,2549,4098
5/30/2020,2,2020,Mei,hari biasa,Saturday,cerah berawan,0.775,0.636667,0.111329,3309,3982
5/31/2020,2,2020,Mei,hari biasa,Sunday,berkabut,0.764167,0.677083,0.207092,3461,3974
6/1/2020,2,2020,Juni,hari biasa,Monday,cerah berawan,0.715,0.305,0.292287,4232,4968
6/2/2020,2,2020,Juni,hari biasa,Tuesday,cerah berawan,0.62,0.354167,0.253121,4414,5312
6/3/2020,2,2020,Juni,hari biasa,Wednesday,cerah berawan,0.635,0.45625,0.123142,3473,5342
6/4/2020,2,2020,Juni,hari biasa,Thursday,berkabut,0.648333,0.6525,0.138692,3221,4906
6/5/2020,2,2020,Juni,hari biasa,Friday,cerah berawan,0.678333,0.6,0.121896,3875,4548
6/6/2020,2,2020,Juni,hari biasa,Saturday,cerah berawan,0.7075,0.597917,0.187808,4070,4833
6/7/2020,2,2020,Juni,hari biasa,Sunday,cerah berawan,0.775833,0.622083,0.136817,3725,4401
6/8/2020,2,2020,Juni,hari biasa,Monday,berkabut,0.808333,0.568333,0.149883,3352,3915
6/9/2020,2,2020,Juni,hari biasa,Tuesday,cerah berawan,0.755,0.605,0.140554,3771,4586
6/10/2020,2,2020,Juni,hari biasa,Wednesday,cerah berawan,0.725,0.654583,0.15485,3237,4966
6/11/2020,2,2020,Juni,hari biasa,Thursday,cerah berawan,0.6925,0.747917,0.163567,2993,4460
6/12/2020,2,2020,Juni,hari biasa,Friday,cerah berawan,0.635,0.494583,0.30535,4157,5020
6/13/2020,2,2020,Juni,hari biasa,Saturday,cerah berawan,0.604167,0.507083,0.269283,4164,4891
6/14/2020,2,2020,Juni,hari biasa,Sunday,cerah berawan,0.626667,0.471667,0.167912,4411,5180
6/15/2020,2,2020,Juni,hari biasa,Monday,berkabut,0.628333,0.688333,0.206471,3222,3767
6/16/2020,2,2020,Juni,hari biasa,Tuesday,cerah berawan,0.649167,0.735833,0.143029,3981,4844
6/17/2020,2,2020,Juni,hari biasa,Wednesday,cerah berawan,0.696667,0.670417,0.119408,3312,5119
6/18/2020,2,2020,Juni,hari biasa,Thursday,berkabut,0.699167,0.666667,0.102,3105,4744
6/19/2020,2,2020,Juni,hari biasa,Friday,berkabut,0.635,0.74625,0.155475,3311,4010
6/20/2020,3,2020,Juni,hari biasa,Saturday,berkabut,0.680833,0.770417,0.171025,4061,4835
6/21/2020,3,2020,Juni,hari biasa,Sunday,cerah berawan,0.733333,0.7075,0.172262,3846,4507
6/22/2020,3,2020,Juni,hari biasa,Monday,berkabut,0.728333,0.703333,0.238804,4044,4790
6/23/2020,3,2020,Juni,hari biasa,Tuesday,cerah berawan,0.724167,0.573333,0.222025,4022,4991
6/24/2020,3,2020,Juni,hari biasa,Wednesday,cerah berawan,0.695,0.483333,0.209571,3420,5202
6/25/2020,3,2020,Juni,hari biasa,Thursday,cerah berawan,0.68,0.513333,0.0945333,3385,5305
6/26/2020,3,2020,Juni,hari biasa,Friday,berkabut,0.6825,0.658333,0.107588,3854,4708
6/27/2020,3,2020,Juni,hari biasa,Saturday,cerah berawan,0.744167,0.634167,0.144283,3916,4648
6/28/2020,3,2020,Juni,hari biasa,Sunday,cerah berawan,0.728333,0.497917,0.261821,4377,5225
6/29/2020,3,2020,Juni,hari biasa,Monday,cerah berawan,0.696667,0.434167,0.185312,4488,5515
6/30/2020,3,2020,Juni,hari biasa,Tuesday,cerah berawan,0.7225,0.39625,0.102608,4116,5362
7/1/2020,3,2020,Juli,hari biasa,Wednesday,cerah berawan,0.738333,0.444583,0.115062,2915,5119
7/2/2020,3,2020,Juli,hari biasa,Thursday,berkabut,0.716667,0.6825,0.228858,2367,4649
7/3/2020,3,2020,Juli,hari libur nasional,Friday,berkabut,0.726667,0.637917,0.0814792,2978,6043
7/4/2020,3,2020,Juli,hari biasa,Saturday,cerah berawan,0.746667,0.590417,0.126258,3634,4665
7/5/2020,3,2020,Juli,hari biasa,Sunday,cerah berawan,0.72,0.743333,0.149883,3845,4629
7/6/2020,3,2020,Juli,hari biasa,Monday,cerah berawan,0.75,0.65125,0.1592,3838,4592
7/7/2020,3,2020,Juli,hari biasa,Tuesday,berkabut,0.709167,0.757917,0.225129,3348,4040
7/8/2020,3,2020,Juli,hari biasa,Wednesday,cerah berawan,0.733333,0.609167,0.167912,3348,5336
7/9/2020,3,2020,Juli,hari biasa,Thursday,cerah berawan,0.7475,0.578333,0.183471,3138,4881
7/10/2020,3,2020,Juli,hari biasa,Friday,cerah berawan,0.7625,0.635833,0.282337,3363,4086
7/11/2020,3,2020,Juli,hari biasa,Saturday,cerah berawan,0.794167,0.559167,0.200254,3596,4258
7/12/2020,3,2020,Juli,hari biasa,Sunday,cerah berawan,0.746667,0.631667,0.146133,3594,4342
7/13/2020,3,2020,Juli,hari biasa,Monday,cerah berawan,0.680833,0.47625,0.240667,4196,5084
7/14/2020,3,2020,Juli,hari biasa,Tuesday,cerah berawan,0.663333,0.59125,0.182833,4220,5538
7/15/2020,3,2020,Juli,hari biasa,Wednesday,cerah berawan,0.686667,0.585,0.208342,3505,5923
7/16/2020,3,2020,Juli,hari biasa,Thursday,cerah berawan,0.719167,0.604167,0.245033,3296,5302
7/17/2020,3,2020,Juli,hari biasa,Friday,cerah berawan,0.746667,0.65125,0.215804,3617,4458
7/18/2020,3,2020,Juli,hari biasa,Saturday,cerah berawan,0.776667,0.650417,0.1306,3789,4541
7/19/2020,3,2020,Juli,hari biasa,Sunday,cerah berawan,0.768333,0.707083,0.113817,3688,4332
7/20/2020,3,2020,Juli,hari biasa,Monday,berkabut,0.815,0.69125,0.222021,3152,3784
7/21/2020,3,2020,Juli,hari biasa,Tuesday,cerah berawan,0.848333,0.580417,0.1331,2825,3387
7/22/2020,3,2020,Juli,hari biasa,Wednesday,cerah berawan,0.849167,0.5,0.131221,2298,3285
7/23/2020,3,2020,Juli,hari biasa,Thursday,cerah berawan,0.83,0.550833,0.169171,2556,3606
7/24/2020,3,2020,Juli,hari biasa,Friday,cerah berawan,0.743333,0.757083,0.0908083,3272,3840
7/25/2020,3,2020,Juli,hari biasa,Saturday,cerah berawan,0.771667,0.540833,0.200258,3840,4590
7/26/2020,3,2020,Juli,hari biasa,Sunday,cerah berawan,0.775,0.402917,0.183463,3901,4656
7/27/2020,3,2020,Juli,hari biasa,Monday,cerah berawan,0.779167,0.583333,0.178479,3784,4390
7/28/2020,3,2020,Juli,hari biasa,Tuesday,cerah berawan,0.838333,0.5425,0.174138,3176,3846
7/29/2020,3,2020,Juli,hari biasa,Wednesday,cerah berawan,0.804167,0.465833,0.168537,2916,4475
7/30/2020,3,2020,Juli,hari biasa,Thursday,cerah berawan,0.805833,0.480833,0.164813,2778,4302
7/31/2020,3,2020,Juli,hari biasa,Friday,cerah berawan,0.771667,0.550833,0.156717,3537,4266
8/1/2020,3,2020,Agustus,hari biasa,Saturday,cerah berawan,0.783333,0.49125,0.20585,4044,4845
8/2/2020,3,2020,Agustus,hari biasa,Sunday,berkabut,0.731667,0.6575,0.135583,3107,3574
8/3/2020,3,2020,Agustus,hari biasa,Monday,berkabut,0.71,0.7575,0.19715,3777,4576
8/4/2020,3,2020,Agustus,hari biasa,Tuesday,cerah berawan,0.710833,0.630833,0.184696,3843,4866
8/5/2020,3,2020,Agustus,hari biasa,Wednesday,berkabut,0.716667,0.755,0.22825,2773,4294
8/6/2020,3,2020,Agustus,hari biasa,Thursday,cerah berawan,0.7425,0.752917,0.201487,2487,3785
8/7/2020,3,2020,Agustus,hari biasa,Friday,cerah berawan,0.765,0.592083,0.192175,3480,4326
8/8/2020,3,2020,Agustus,hari biasa,Saturday,cerah berawan,0.775,0.570417,0.151121,3695,4602
8/9/2020,3,2020,Agustus,hari biasa,Sunday,cerah berawan,0.766667,0.424167,0.200258,3896,4780
8/10/2020,3,2020,Agustus,hari biasa,Monday,cerah berawan,0.7175,0.42375,0.164796,3980,4792
8/11/2020,3,2020,Agustus,hari biasa,Tuesday,cerah berawan,0.708333,0.415,0.125621,3854,4905
8/12/2020,3,2020,Agustus,hari biasa,Wednesday,berkabut,0.685833,0.729583,0.211454,2646,4150
8/13/2020,3,2020,Agustus,hari biasa,Thursday,berkabut,0.676667,0.8175,0.222633,2482,3820
8/14/2020,3,2020,Agustus,hari biasa,Friday,cerah berawan,0.665833,0.712083,0.208954,3563,4338
8/15/2020,3,2020,Agustus,hari biasa,Saturday,cerah berawan,0.700833,0.578333,0.236329,4004,4725
8/16/2020,3,2020,Agustus,hari biasa,Sunday,cerah berawan,0.723333,0.575417,0.143667,4026,4694
8/17/2020,3,2020,Agustus,hari biasa,Monday,cerah berawan,0.711667,0.654583,0.233208,3166,3805
8/18/2020,3,2020,Agustus,hari biasa,Tuesday,berkabut,0.685,0.722917,0.139308,3356,4153
8/19/2020,3,2020,Agustus,hari biasa,Wednesday,cerah berawan,0.6975,0.674167,0.104467,3277,5191
8/20/2020,3,2020,Agustus,hari biasa,Thursday,cerah berawan,0.710833,0.77,0.248754,2624,3873
8/21/2020,3,2020,Agustus,hari biasa,Friday,cerah berawan,0.691667,0.47,0.27675,3925,4758
8/22/2020,3,2020,Agustus,hari biasa,Saturday,cerah berawan,0.640833,0.455417,0.146763,4614,5895
8/23/2020,3,2020,Agustus,hari biasa,Sunday,cerah berawan,0.673333,0.605,0.253108,4181,5130
8/24/2020,3,2020,Agustus,hari biasa,Monday,berkabut,0.684167,0.771667,0.210833,3107,3542
8/25/2020,3,2020,Agustus,hari biasa,Tuesday,cerah berawan,0.7,0.76125,0.0839625,3893,4661
8/26/2020,3,2020,Agustus,hari biasa,Wednesday,berkabut,0.68,0.85,0.375617,889,1115
8/27/2020,3,2020,Agustus,hari biasa,Thursday,cerah berawan,0.707059,0.561765,0.304659,2919,4334
8/28/2020,3,2020,Agustus,hari biasa,Friday,cerah berawan,0.636667,0.554583,0.159825,3905,4634
8/29/2020,3,2020,Agustus,hari biasa,Saturday,cerah berawan,0.639167,0.548333,0.125008,4429,5204
8/30/2020,3,2020,Agustus,hari biasa,Sunday,cerah berawan,0.656667,0.597917,0.0833333,4370,5058
8/31/2020,3,2020,Agustus,hari biasa,Monday,cerah berawan,0.655,0.639167,0.141796,4332,5115
9/1/2020,3,2020,September,hari biasa,Tuesday,berkabut,0.643333,0.727083,0.139929,3852,4727
9/2/2020,3,2020,September,hari biasa,Wednesday,cerah berawan,0.669167,0.716667,0.185325,2549,4484
9/3/2020,3,2020,September,hari biasa,Thursday,cerah berawan,0.709167,0.742083,0.206467,2419,4940
9/4/2020,3,2020,September,hari libur nasional,Friday,berkabut,0.673333,0.790417,0.212696,2115,3351
9/5/2020,3,2020,September,hari biasa,Saturday,hujan ringan atau salju,0.54,0.886957,0.343943,2506,2710
9/6/2020,3,2020,September,hari biasa,Sunday,hujan ringan atau salju,0.599167,0.917083,0.0970208,1878,1996
9/7/2020,3,2020,September,hari biasa,Monday,hujan ringan atau salju,0.633913,0.939565,0.192748,1689,1842
9/8/2020,3,2020,September,hari biasa,Tuesday,berkabut,0.65,0.897917,0.124379,3127,3544
9/9/2020,3,2020,September,hari biasa,Wednesday,cerah berawan,0.66,0.75375,0.153608,3595,5345
9/10/2020,3,2020,September,hari biasa,Thursday,cerah berawan,0.653333,0.71375,0.115054,3413,5046
9/11/2020,3,2020,September,hari biasa,Friday,cerah berawan,0.644348,0.692174,0.088913,4023,4713
9/12/2020,3,2020,September,hari biasa,Saturday,cerah berawan,0.650833,0.7125,0.141804,4062,4763
9/13/2020,3,2020,September,hari biasa,Sunday,cerah berawan,0.673333,0.697083,0.1673,4138,4785
